"date","rank","code","name","sector","close","turnover","turnover_ma"
"2000-06-06","9","7751","キヤノン","電気機器","1531.49206542969","3869697576.32447","7750954232.17164"
"2000-06-06","10","8604","野村ホールディングス","証券、商品先物取引業","1405.06372070313","4801102733.6426","7490444523.46192"
"2000-06-07","1","9432","ＮＴＴ","情報・通信業","69.9963836669922","346482099151.611","348484126281.738"
"2000-06-07","2","2914","日本たばこ産業","食料品","368.579315185547","366736418609.619","329769786196.899"
"2000-06-07","3","9984","ソフトバンクグループ","情報・通信業","743.729248046875","64172529421.875","62761497544.7754"
"2000-06-07","4","6758","ソニーグループ","電気機器","1817.5439453125","16659607802.7344","29833640595.4712"
"2000-06-07","5","6702","富士通","電気機器","2471.27612304688","19920956827.8809","17363293732.5684"
"2000-06-07","6","6971","京セラ","電気機器","1482.22546386719","7085037717.28517","11262484418.1836"
"2000-06-07","7","6701","日本電気","電気機器","4341.96875","8136849437.5","10842422084.375"
"2000-06-07","8","6857","アドバンテスト","電気機器","2263.70727539063","10192115636.7188","10379591588.4375"
"2000-06-07","9","6503","三菱電機","電気機器","768.273071289063","4793255691.77246","6827442244.64112"
"2000-06-07","10","8604","野村ホールディングス","証券、商品先物取引業","1399.93420410156","5678133131.83593","6797596146.94825"
"2000-06-08","1","9432","ＮＴＴ","情報・通信業","68.9670104980469","179314227294.922","338849336547.852"
"2000-06-08","2","2914","日本たばこ産業","食料品","357.305053710938","196160474487.305","325605350546.265"
"2000-06-08","3","9984","ソフトバンクグループ","情報・通信業","732.73828125","31343026528.125","55073934737.3145"
"2000-06-08","4","6758","ソニーグループ","電気機器","1776.2353515625","19489742395.0195","27573522909.9243"
"2000-06-08","5","6702","富士通","電気機器","2449.34155273438","8802933540.52736","17524108203.1739"
"2000-06-08","6","6701","日本電気","電気機器","4371.759765625","5136817724.60938","10855365183.9844"
"2000-06-08","7","6971","京セラ","電気機器","1445.97607421875","4237288287.89063","10809987334.8242"
"2000-06-08","8","6857","アドバンテスト","電気機器","2225.38720703125","6953889944.53125","10064430669.8438"
"2000-06-08","9","6503","三菱電機","電気機器","770.259948730469","4011513812.98828","7122088642.49268"
"2000-06-08","10","7751","キヤノン","電気機器","1420.60131835938","10036548314.209","7091003224.1272"
"2000-06-09","1","2914","日本たばこ産業","食料品","372.482025146484","490186345092.773","356850139193.726"
"2000-06-09","2","9432","ＮＴＴ","情報・通信業","72.0550765991211","313439583206.177","318313639717.102"
"2000-06-09","3","9984","ソフトバンクグループ","情報・通信業","707.092468261719","32837374226.0742","52868485899.4043"
"2000-06-09","4","6758","ソニーグループ","電気機器","1764.66955566406","28301770333.7402","26376848480.8227"
"2000-06-09","5","6702","富士通","電気機器","2485.90014648438","15489643812.7442","18102751089.7461"
"2000-06-09","6","6857","アドバンテスト","電気機器","2179.58911132813","49080859444.5314","17287190866.3282"
"2000-06-09","7","6971","京セラ","電気機器","1397.64196777344","25092704832.6172","13449091455.4492"
"2000-06-09","8","6701","日本電気","電気機器","4416.44482421875","12909268221.1914","10991124937.207"
"2000-06-09","9","7203","トヨタ自動車","輸送用機器","555.639709472656","11696215884.3994","7226081407.22656"
"2000-06-09","10","7751","キヤノン","電気機器","1438.58374023438","10409591944.336","7223055081.31716"
"2000-06-12","1","9432","ＮＴＴ","情報・通信業","74.1138153076172","442830046463.013","316579180183.411"
"2000-06-12","2","2914","日本たばこ産業","食料品","369.012969970703","104061657531.738","295654325488.281"
"2000-06-12","3","9984","ソフトバンクグループ","情報・通信業","688.407531738281","20173094310.0586","45444478998.9551"
"2000-06-12","4","6758","ソニーグループ","電気機器","1749.79870605469","10626527541.8701","19429028777.1729"
"2000-06-12","5","6702","富士通","電気機器","2566.32568359375","22966048542.4805","18808965091.4551"
"2000-06-12","6","6857","アドバンテスト","電気機器","2172.1123046875","7520721643.75","16364456211.875"
"2000-06-12","7","6701","日本電気","電気機器","4461.13037109375","15932927120.3613","10182802841.748"
"2000-06-12","8","6971","京セラ","電気機器","1401.66979980469","4661393086.23048","9786309055.46877"
"2000-06-12","9","7203","トヨタ自動車","輸送用機器","556.748962402344","4350993141.17432","6845494789.67284"
"2000-06-12","10","7751","キヤノン","電気機器","1450.57141113281","4262504091.61376","6724259199.26149"
"2000-06-13","1","2914","日本たばこ産業","食料品","374.216339111328","472635236297.607","325956026403.809"
"2000-06-13","2","9432","ＮＴＴ","情報・通信業","72.5697784423828","223152068710.327","301043604965.21"
"2000-06-13","3","9984","ソフトバンクグループ","情報・通信業","631.620178222656","27458802979.9805","35196965493.2226"
"2000-06-13","4","6758","ソニーグループ","電気機器","1698.57739257813","15758551759.6436","18167239966.6016"
"2000-06-13","5","6857","アドバンテスト","電気機器","2140.33422851563","5328576095.31251","15815232552.9688"
"2000-06-13","6","6702","富士通","電気機器","2478.58813476563","9673929489.99025","15370702442.7246"
"2000-06-13","7","6701","日本電気","電気機器","4468.578125","7323999546.875","9887972410.10742"
